,Tot_Streams,Best_Rank,Top_Category,%Stream,Best_Rank_Moment,Best_Rank_Moment_5_Day
2017-08-20,303600,69,5,0.0035313647300969564,1.0,-0.2
2017-08-21,297929,77,5,0.0033224090355465728,-1.0,-0.6
2017-08-22,308026,80,5,0.003285323485589713,-1.0,-0.6
2017-08-23,308382,78,5,0.0032752501156281754,1.0,-0.2
2017-08-24,317195,75,5,0.00330931493044231,1.0,0.2
2017-08-25,343308,105,5,0.002827301130868569,-1.0,-0.2
2017-08-26,351883,91,5,0.0031775243270924037,1.0,0.2
2017-08-27,315816,86,5,0.0033437852208581067,1.0,0.6
2017-08-28,356519,83,5,0.0034265295207802607,1.0,0.6
2017-08-29,339617,90,5,0.0031800619571657356,-1.0,0.2
2017-08-30,342057,89,5,0.00318822405889872,1.0,0.6
2017-08-31,337651,91,5,0.0031631316546298772,-1.0,0.2
2017-09-01,351143,90,5,0.003170609515351817,1.0,0.2
2017-09-02,333095,79,5,0.003291502657253875,1.0,0.2
2017-09-03,304073,82,5,0.003263475309010724,-1.0,0.2
2017-09-04,305831,84,5,0.003121320948749053,-1.0,-0.2
2017-09-05,304031,91,5,0.0030210844829888454,-1.0,-0.2
2017-09-06,315123,88,5,0.0031266081794494084,1.0,-0.2
2017-09-07,330547,84,5,0.003249835705082761,1.0,-0.2
2017-09-08,345202,88,5,0.0031859643835241707,-1.0,-0.2
2017-09-09,332762,75,5,0.0033198114051976066,1.0,0.2
2017-09-10,302726,76,5,0.0033630825595741625,-1.0,0.2
2017-09-11,306291,84,5,0.0031725011657963748,-1.0,-0.2
2017-09-12,323812,85,5,0.003229642350312547,-1.0,-0.6
2017-09-13,342510,78,5,0.0033404558876225037,1.0,-0.2
2017-09-14,344714,83,5,0.0032896664626494636,-1.0,-0.6
2017-09-15,355120,81,5,0.0032035068982702083,1.0,-0.2
2017-09-16,344624,79,5,0.003327314396819703,1.0,0.2
2017-09-17,311492,77,5,0.0033452355180390793,1.0,0.6
2017-09-18,327542,84,5,0.003182403161031813,-1.0,0.2
2017-09-19,342532,84,5,0.0032454378428520285,0.0,0.4
2017-09-20,350195,84,5,0.0032857687280631108,0.0,0.2
2017-09-21,353656,85,5,0.003305714733688418,-1.0,-0.2
2017-09-22,364186,82,5,0.0032790691061837787,1.0,-0.2
2017-09-23,344195,75,5,0.003360688682094502,1.0,0.2
2017-09-24,309818,79,5,0.0033431969538576492,-1.0,0.0
2017-09-25,320436,88,5,0.0031785719911500403,-1.0,-0.2
2017-09-26,331330,87,5,0.0031969209212138025,1.0,0.2
2017-09-27,338973,86,5,0.0032138546943224298,1.0,0.2
2017-09-28,347417,85,5,0.0032713356731623637,1.0,0.2
2017-09-29,358295,82,5,0.003222358019422447,1.0,0.6
2017-09-30,337621,81,5,0.0033089581391671026,1.0,1.0
2017-10-01,303957,81,5,0.0033341860477284512,0.0,0.8
2017-10-02,313399,89,5,0.0031619469228689923,-1.0,0.4
2017-10-03,326471,103,5,0.0030661213375836587,-1.0,0.0
2017-10-04,329750,93,5,0.0031911615306353296,1.0,0.0
2017-10-05,334924,86,5,0.003256216631214625,1.0,0.0
2017-10-06,348426,99,5,0.0031053247648807772,-1.0,-0.2
2017-10-07,326746,86,5,0.003219373442254946,1.0,0.2
2017-10-08,293278,83,5,0.0032436171625723443,1.0,0.6
2017-10-09,302018,89,5,0.0030944925045817274,-1.0,0.2
2017-10-10,304428,93,5,0.003062309993169886,-1.0,-0.2
2017-10-11,304496,91,5,0.00304521180856445,1.0,0.2
2017-10-12,317795,87,5,0.003119790031882341,1.0,0.2
2017-10-13,330553,93,5,0.0030710905056791013,-1.0,-0.2
2017-10-14,311096,86,5,0.003128213347899002,1.0,0.2
2017-10-15,283386,86,5,0.003145205216854689,0.0,0.4
2017-10-16,296641,91,5,0.0030168147600012148,-1.0,0.0
2017-10-17,308879,92,5,0.0030614248114238774,-1.0,-0.4
2017-10-18,309170,89,5,0.0030250047556475775,1.0,0.0
2017-10-19,318996,88,5,0.003099756647589223,1.0,0.0
2017-10-20,330083,97,5,0.002930950755804243,-1.0,-0.2
2017-10-21,314435,87,5,0.0030889608241058855,1.0,0.2
2017-10-22,285588,87,5,0.0031738565651281063,0.0,0.4
2017-10-23,296341,95,5,0.0029766383594677765,-1.0,0.0
2017-10-24,311943,93,5,0.0030845124248421833,1.0,0.0
2017-10-25,313277,94,5,0.0030390268703748627,-1.0,0.0
2017-10-26,314818,91,5,0.0030275792274009564,1.0,0.0
2017-10-27,601978,94,5,0.0055172222905026345,-1.0,-0.2
2017-10-28,298579,88,5,0.0030209131298503055,1.0,0.2
2017-10-29,273513,86,5,0.0030989252282445394,1.0,0.2
2017-10-30,278951,101,5,0.002898525726466708,-1.0,0.2
2017-10-31,291711,115,5,0.002720558846066205,-1.0,-0.2
2017-11-01,285759,106,5,0.0028233675106644346,1.0,0.2
2017-11-02,299137,104,5,0.0028585600972849024,1.0,0.2
2017-11-03,310680,111,5,0.0027174788919337245,-1.0,-0.2
